nodegoat ID,Object ID,Name,Region,[GPS Location] Geometry
ngZG9x18lAwR6AwpjAy9jowqaAt,12398491,Mitrou,East Lokris,"{""type"": ""Point"", ""coordinates"": [23.1245074, 38.6366677]}"
ngAH9u28mBnSnBxEkB306pxJbBu,12398492,Halai,East Lokris,"{""type"": ""Point"", ""coordinates"": [23.18956105619848, 38.658253036360904]}"
ngYF3C88kAFQ9ZvsiZH63nvDzYM,12398538,Smyrna - Bayraklı,Ionia,"{""type"": ""Point"", ""coordinates"": [27.17001745703094, 38.46469114641246]}"
ngBI6r78nDITlCyBlCa5lqyacCv,12407967,Medma,Calabria,"{""type"": ""Point"", ""coordinates"": [15.976368, 38.487328]}"
ngGN7a28sGdYtHdwqHZ0svdDhGU,12407972,Melidoni - Kastro - Alope,East Lokris,"{""type"": ""Point"", ""coordinates"": [22.9482, 38.74746]}"
ngMT7Y88yODExNjEwNl62bjdnNg,12407978,Kaulonia,Calabria,"{""type"": ""Point"", ""coordinates"": [16.408854, 38.381162]}"
ngYF9w08kZlQ5ZvCiYx84nvNzZM,12407990,Larymna,East Lokris,"{""type"": ""Point"", ""coordinates"": [23.28911, 38.56651]}"
ngEL9c68qELW1FbIoFX49tbdfFy,12407996,Kyparissi - Kastraki/Kokkinovrachos,East Lokris,"{""type"": ""Point"", ""coordinates"": [23.08461, 38.625614]}"
ngZG1p38lAwR6AwNjAI1lowEaKN,12408013,Atalanti - Opous,East Lokris,"{""type"": ""Point"", ""coordinates"": [22.99846337453813, 38.65273935161449]}"
ngIP2I28uIfAvJfgsIR03xfBjIc,12408022,Ag.Konstantinos - Isiomata - Daphnous,East Lokris,"{""type"": ""Point"", ""coordinates"": [22.85782, 38.74911]}"
ngJQ2J38vJQB3KgXtJi18ygYkJX,12408023,Kalapodi,Phokis,"{""type"": ""Point"", ""coordinates"": [22.895610129712853, 38.63641464814512]}"
ngSZ8q48eTZK6TpicUB28hpPtSG,12409384,Naupaktos,West Lokris,"{""type"": ""Point"", ""coordinates"": [21.831267, 38.399726]}"
ngGN4K68sGNY7HdCqHf4tvdLhIU,12409546,Attika,Attika,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.64395141601563, 38.35350340353833], [23.61236572265625, 38.33519326105276], [23.57940673828125, 38.29424797320529], [23.497009277343743, 38.253279568348304], [23.42010498046875, 38.226314067139185], [23.311614990234375, 38.19502155795575], [23.29238891601562, 38.16587506003647], [23.314361572265625, 38.1399572748485], [23.333587646484375, 38.112949789189614], [23.376159667968743, 38.090255780611486], [23.399505615234375, 38.06971703320484], [23.417358398437496, 38.04268357749736], [23.435211181640625, 38.026458711461245], [23.44482421875, 38.01672206676312], [23.4722900390625, 38.026458711461245], [23.4942626953125, 38.04160203158016], [23.512115478515625, 38.04484662140698], [23.525848388671875, 38.035112420612975], [23.543701171875, 38.037275688165614], [23.565673828125, 38.04268357749736], [23.583526611328125, 38.03403076287584], [23.5986328125, 38.00698412839117], [23.57391357421875, 37.99724489645483], [23.55194091796875, 37.9799275127006], [23.57940673828125, 37.95827503526034], [23.60137939453125, 37.94852933714952], [23.623352050781254, 37.93011726880927], [23.64532470703125, 37.93120045933371], [23.6590576171875, 37.94203148678865], [23.6865234375, 37.93769926732864], [23.689270019531246, 37.92686760148135], [23.70025634765625, 37.90953361677018], [23.719482421875, 37.89544674639969], [23.727722167968746, 37.87810535842238], [23.745574951171875, 37.85859141570558], [23.756561279296875, 37.83907230547641], [23.768920898437496, 37.819548028632376], [23.77716064453125, 37.80544394934271], [23.78814697265625, 37.79893346559687], [23.795013427734375, 37.814123701604466], [23.810119628906254, 37.82171764783966], [23.83071899414063, 37.80761398306056], [23.836212158203118, 37.81303878836988], [23.852691650390625, 37.8065289741725], [23.863677978515618, 37.79784832917947], [23.88153076171875, 37.78156937014928], [23.899383544921875, 37.75768707689704], [23.90625, 37.73162487017297], [23.89801025390625, 37.70881291183666], [23.933715820312496, 37.72076290898373], [23.94882202148438, 37.71967662525055], [23.93646240234375, 37.69903420794415], [23.9447021484375, 37.67077737288316], [23.9776611328125, 37.66860332433055], [23.9996337890625, 37.65664491891396], [24.022979736328125, 37.655557695625056], [24.04495239257812, 37.655557695625056], [24.05319213867187, 37.6718643732763], [24.062805175781254, 37.684907136008846], [24.061431884765625, 37.70120736474139], [24.062805175781254, 37.714244967649265], [24.06692504882812, 37.726194088705576], [24.075164794921875, 37.74465712069939], [24.07928466796875, 37.760944207425965], [24.08203125, 37.7761422535397], [24.08203125, 37.791337175930686], [24.075164794921875, 37.803273851858656], [24.047698974609375, 37.81737834565083], [24.049072265625004, 37.82822612280363], [24.05731201171875, 37.83798775896512], [24.05731201171875, 37.84666368454913], [24.058685302734375, 37.860759886765194], [24.0325927734375, 37.87051721701939], [24.01885986328125, 37.87810535842238], [24.02984619140625, 37.8867765629102], [24.039459228515625, 37.89002800137122], [24.04495239257812, 37.900865092570065], [24.036712646484375, 37.913867495923746], [24.020233154296875, 37.92578434712101], [24.007873535156246, 37.92903406232562], [24.01748657226562, 37.94203148678865], [24.01611328125, 37.95827503526034], [24.01473999023437, 37.97668004819228], [24.01473999023437, 37.98533963422239], [24.02847290039063, 37.99508044703298], [24.01611328125, 38.01672206676312], [23.99139404296875, 38.0470096014159], [23.996887207031254, 38.067554724225275], [23.99002075195313, 38.08701320402273], [23.98727416992187, 38.10970821951464], [23.998260498046875, 38.12483431382507], [24.01336669921875, 38.13455657705411], [24.025726318359375, 38.13455657705411], [24.040832519531246, 38.136716904135376], [24.060058593749996, 38.136716904135376], [24.0655517578125, 38.14751758025121], [24.072418212890625, 38.158316657442], [24.08340454101563, 38.16587506003647], [24.06692504882812, 38.17127343928309], [24.062805175781254, 38.17991001446116], [24.072418212890625, 38.189624938018554], [24.058685302734375, 38.19825933797085], [24.040832519531246, 38.21444607848999], [24.027099609375, 38.226314067139185], [23.992767333984375, 38.25220114032733], [23.965301513671875, 38.27700093565902], [23.951568603515625, 38.28670289852796], [23.932342529296875, 38.299636831993], [23.902130126953125, 38.30179226344099], [23.85543823242187, 38.30825817353996], [23.81698608398438, 38.31795595794451], [23.80462646484375, 38.324420427006544], [23.78952026367187, 38.324420427006544], [23.767547607421875, 38.33303882235456], [23.73458862304687, 38.33627045638025], [23.701629638671875, 38.33519326105276], [23.653564453125, 38.344887442462806], [23.64395141601563, 38.35350340353833]]]}]}"
ngDK4D38pEaV3EaVnEW1nsaSeFR,12411743,Sybaris,Calabria,"{""type"": ""Point"", ""coordinates"": [16.488604, 39.71815]}"
ngWD1S08iXDO3XtSgYF83ltJxHK,12411810,Rhegion,Calabria,"{""type"": ""Point"", ""coordinates"": [15.64393, 38.109279]}"
ngYF1Y28kZvQ4ZvGiZH0knxjzYi,12411812,Metapontion,Basilicata,"{""type"": ""Point"", ""coordinates"": [16.824600047241, 40.383414806446]}"
ngJQ4J98vLAB1KgdtLC73ygakKd,12411849,Taras,Apulia,"{""type"": ""Point"", ""coordinates"": [17.2330416, 40.4737866]}"
ngKR5W08wKhC4LhiuMT84zhTlLe,12411850,Kyme (Magna Graecia),Campania,"{""type"": ""Point"", ""coordinates"": [14.056281533332998, 40.8476741]}"
ngPW5B58bQmHbQmTzQo3aemkqRD,12411855,Pithekoussai,Campania,"{""type"": ""Point"", ""coordinates"": [13.88662975, 40.7548833]}"
ngXE1P18jXkP3YuvhXG94muUyIL,12414611,Laos,Calabria,"{""type"": ""Point"", ""coordinates"": [15.8244, 39.767685]}"
ngYF1Y28kZvQ5ZvYiY304nxjzYi,12414612,Hipponion,Calabria,"{""type"": ""Point"", ""coordinates"": [16.097648, 38.675581]}"
ngZG1p38lAwR7AwNjZI15owEaKN,12414613,Metauros,Calabria,"{""type"": ""Point"", ""coordinates"": [15.89985, 38.425]}"
ngAH1M48mCHS9BxOkAJ29pxXbLO,12414614,Terina,Calabria,"{""type"": ""Point"", ""coordinates"": [16.238922, 38.944865]}"
ngBI1J58nDITnCyXlCK38qyYcMP,12414615,Neapolis,Campania,"{""type"": ""Point"", ""coordinates"": [14.25287, 40.839995]}"
ngCJ1G68oEJU9DzwmCL4orzRdNQ,12414616,Poseidonia,Campania,"{""type"": ""Point"", ""coordinates"": [15.005324750000002, 40.42064875]}"
ngDK1Z78pFKVnEaLnFM52saceEx,12414617,Pyxous,Campania,"{""type"": ""Point"", ""coordinates"": [15.511849, 40.083851]}"
ngEL1A88qFrW1FbyoF96qtbdfFy,12414618,Siris,Basilicata,"{""type"": ""Point"", ""coordinates"": [16.54137, 40.149042]}"
ngFM1B98rGcX3GcNpFO7pucSgFT,12414619,Herakleia,Basilicata,"{""type"": ""Point"", ""coordinates"": [16.669885, 40.2117761]}"
ngMT0E08yMjE0NjEwNF84bjBnMA,12414800,Rhypai,Peloponnese,"{""type"": ""Point"", ""coordinates"": [22.018942, 38.213931]}"
ngUB8s68gUhMhVrUeUD48jrDvUo,12427786,Pylos,Peloponnese,"{""type"": ""Point"", ""coordinates"": [21.659888, 36.9520305]}"
ngWD8u88iYDO1XtAgWv61ltnxWq,12427788,Chalkis,Euboea,"{""type"": ""Point"", ""coordinates"": [23.60336759829369, 38.46380316956897]}"
ngXE8v98jZOP4YuJhY07hmuMyZL,12427789,Zankle,Sicily,"{""type"": ""Point"", ""coordinates"": [15.556634, 38.192251]}"
ngZG9x18lAwR6AwDjZS9mowqaAt,12427791,Naxos,Aegean Islands,"{""type"": ""Point"", ""coordinates"": [25.49, 37.05]}"
ngDK9x58pEUVpEaLnDc38saAeFR,12427795,Peloponnese,Peloponnese,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[21.44024498399233, 38.194237593428994], [21.54858002405271, 38.151653864239734], [21.64278440671444, 38.155357784893766], [21.7487643372082, 38.275632769530375], [21.85945448683512, 38.33477202109495], [22.031377485192507, 38.28857360073417], [22.18445960701709, 38.205342299949024], [22.596603781161093, 38.0868048085803], [22.81562897084939, 37.95322002799513], [22.94751510657565, 37.94021963371746], [23.01816839357147, 37.84543306723023], [23.16889540582949, 37.80822855925197], [23.110017666666693, 37.70954592980844], [23.19244650149548, 37.597670951514104], [23.373789938118193, 37.54727223919474], [23.533937388642613, 37.422061510739425], [23.36436949985182, 37.41270901401667], [23.258389569358116, 37.37715887632554], [23.258389569358116, 37.34908106955272], [23.201866939760805, 37.319119830744754], [23.154764748430978, 37.277903618610026], [23.091176790133886, 37.33410194391199], [23.074691023168786, 37.38651581042521], [23.131213652764984, 37.41270901401667], [23.05820525620257, 37.46132924144089], [22.92631912047625, 37.50991787502109], [22.792077875183423, 37.560341846843016], [22.752041012552297, 37.560341846843016], [22.7520410149026, 37.465067949934], [22.81091875406645, 37.30413472991577], [22.94515999935939, 37.11844707994581], [23.025233724621582, 36.93795031051475], [23.08411146378438, 36.76834538197454], [23.031400344234953, 36.72346831852451], [23.031400344234953, 36.59397002125877], [23.18953370289128, 36.435104233126395], [23.067639238928024, 36.48544701345922], [22.810672531110356, 36.68384912003155], [22.741489186697777, 36.80528325398731], [22.61300583279035, 36.80000750534953], [22.487816923853643, 36.633635490510144], [22.487816923853643, 36.39003299563453], [22.313211340336835, 36.5145778922365], [22.346155790056372, 36.72874933510744], [22.171550206539564, 36.91598998599109], [22.056244632519167, 37.050203842809026], [21.921172388667543, 36.94495809658203], [21.934350168554488, 36.77098439188177], [21.828927929450316, 36.76834538197505], [21.68067790571035, 36.826382613744485], [21.677383460738213, 36.958121780005754], [21.575255666606154, 37.10014452567377], [21.64114456604662, 37.218293826353474], [21.69385568559872, 37.35721047927292], [21.49289454230518, 37.59773923475434], [21.29522784398523, 37.66557436041522], [21.27875561912475, 37.79064568190802], [21.12062226046845, 37.83228916830981], [21.156861155160044, 37.94928549907493], [21.400650083089378, 38.18530945721725], [21.436888977781024, 38.19566665909974]]}]}"
ngEL9c68qELW0FbyoEN41tbvfEy,12427796,Troy,Troad,"{""type"": ""Point"", ""coordinates"": [26.239584299662564, 39.95680095545173]}"
ngNU0F18zNUF4OkFxO292ckSoPB,12427801,Thessaly,Northern Greece,"{""type"": ""Point"", ""coordinates"": [22.2, 39.6]}"
ngYF6G48kZlQjZvYiY526nvRzYs,12429164,Aiolis,Aiolis,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[26.9659423828125, 39.74521015328692], [26.5374755859375, 39.73676229957947], [26.2353515625, 39.66914219401813], [26.114501953125, 39.592990390285024], [25.960693359374996, 39.46588451142044], [25.867309570312496, 39.29179704377487], [25.83984375, 39.20246222588238], [25.867309570312496, 39.15136267949029], [25.988159179687496, 39.08743603215884], [26.141967773437493, 39.01064750994083], [26.30126953125, 38.96795115401593], [26.466064453124996, 38.93377552819722], [26.559448242187496, 38.93377552819722], [26.729736328125, 38.85682013474361], [26.883544921875, 38.762650338334154], [27.092285156250004, 38.75408327579141], [27.1636962890625, 38.81831117374662], [27.26806640625, 38.89958342598271], [27.301025390625, 39.01918369029134], [27.3065185546875, 39.172658670429946], [27.290039062499996, 39.38950933076637], [27.169189453125, 39.6056881783208], [27.0758056640625, 39.69873414348139], [26.9659423828125, 39.74521015328692]]]}]}"
ngAH1M48mCHS7BxSkBJ2lpxXbLO,12429214,Delphi,Phokis,"{""type"": ""Point"", ""coordinates"": [22.50096383402203, 38.482512771888835]}"
ngCJ1G68oEJUpDzQmEV4mrzRdNQ,12429216,Eleusis,Attika,"{""type"": ""Point"", ""coordinates"": [23.537401, 38.041101]}"
ngEL1A88qFrW2FbEoGX61tbJfFS,12429218,Ikaros,Aegean Islands,"{""type"": ""Point"", ""coordinates"": [26.073214299999997, 37.6305806]}"
ngGN2C08sHNY4HdYqHZ80vdVhGU,12429220,Thespiai,Boiotia,"{""type"": ""Point"", ""coordinates"": [23.1528615, 38.295831]}"
ngJQ2J38vJQB3KgNtK41vygWkLX,12429223,Epiros,Northern Greece,"{""type"": ""Point"", ""coordinates"": [20.787702141128, 39.546484016624]}"
ngMT2E68yOTE9NjMwM746bjRnOA,12429226,Gela,Sicily,"{""type"": ""Point"", ""coordinates"": [14.258470500000001, 37.0630925]}"
ngNU2F78zPEF0OkFxNG52ckeoNh,12429227,Karia,Karia,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[27.053833007812504, 37.66208079655377], [27.1527099609375, 37.640334898059486], [27.224121093749996, 37.67512527892127], [27.350463867187496, 37.71859032558816], [27.4163818359375, 37.70555348721583], [27.432861328125, 37.65338320128765], [27.410888671874996, 37.592471511019085], [27.355957031249996, 37.50972584293751], [27.3779296875, 37.47485808497102], [27.3779296875, 37.42688834526727], [27.4053955078125, 37.39634613318923], [27.388916015625, 37.36579146999664], [27.388916015625, 37.304644804751106], [27.438354492187504, 37.278423856453706], [27.4932861328125, 37.24782120155428], [27.564697265624993, 37.25219377071157], [27.564697265624993, 37.208456662000195], [27.564697265624993, 37.16031654673677], [27.4932861328125, 37.13404537126446], [27.465820312500004, 37.13404537126446], [27.421874999999996, 37.15156050223665], [27.372436523437504, 37.16469418870222], [27.317504882812496, 37.15156050223665], [27.2955322265625, 37.12966595484084], [27.2406005859375, 37.081475648860525], [27.224121093749996, 37.02448395075965], [27.257080078125, 36.94989178681327], [27.3284912109375, 37.00255267215955], [27.410888671874996, 37.020098201368114], [27.515258789062496, 36.96744946416934], [27.685546875, 37.00255267215955], [27.9107666015625, 37.02448395075965], [28.207397460937496, 37.055177106660814], [28.317260742187496, 37.03325468997236], [28.229370117187493, 36.97183825093165], [28.125, 36.9367208722872], [28.0810546875, 36.932330061503144], [28.05908203125, 36.901587303978474], [28.0645751953125, 36.84446074079564], [27.982177734375004, 36.83127162140714], [27.8997802734375, 36.83127162140714], [27.806396484375, 36.82687474287728], [27.762451171875, 36.80928470205937], [27.6690673828125, 36.80928470205937], [27.5592041015625, 36.77409249464195], [27.465820312500004, 36.74768773190056], [27.388916015625, 36.69044623523481], [27.520751953125, 36.6640126988417], [27.6800537109375, 36.69485094156225], [27.8118896484375, 36.73448194195683], [27.943725585937504, 36.73888412439431], [28.004150390625, 36.72567681977065], [27.97119140625, 36.67282488678656], [27.943725585937504, 36.64638529597495], [27.97119140625, 36.61552763134925], [27.9766845703125, 36.5670120564234], [28.086547851562496, 36.58465761247169], [28.1634521484375, 36.659606226479696], [28.3062744140625, 36.74328605437939], [28.4051513671875, 36.81808022778526], [28.526000976562496, 36.80928470205937], [28.553466796874996, 36.76529191711624], [28.6907958984375, 36.730079507078415], [28.905029296875, 36.712467243386264], [28.992919921875004, 36.73448194195683], [29.069824218749996, 36.6640126988417], [29.014892578125, 36.61552763134925], [29.0423583984375, 36.57583533849176], [29.179687499999996, 36.57583533849176], [29.344482421875, 36.82247761166621], [29.3994140625, 36.96744946416934], [29.498291015624996, 37.21283151445594], [29.5587158203125, 37.47485808497102], [29.5477294921875, 37.60987994374712], [29.619140624999996, 37.92253448828906], [29.5477294921875, 38.01780398006112], [29.432373046874996, 38.08701320402273], [29.311523437499996, 38.1734326790354], [29.1357421875, 38.229550455326134], [28.899536132812504, 38.21660403859855], [28.7457275390625, 38.095659755295614], [28.5699462890625, 38.09133660751176], [28.399658203125, 38.06539235133249], [28.245849609374996, 38.013476231041935], [28.0316162109375, 37.97451499202459], [27.833862304687496, 37.96152331396614], [27.6141357421875, 37.95286091815649], [27.4932861328125, 37.91820111976663], [27.3614501953125, 37.84883250647402], [27.2955322265625, 37.779398571318765], [27.191162109375, 37.70555348721583], [27.053833007812504, 37.66208079655377]]]}]}"
ngOV2G88aPbG3PlAyP96adlDpOC,12429228,Hellespont,Troad,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[28.916015625, 40.992337919312305], [28.707275390624993, 40.9964840143779], [28.421630859375004, 41.05864414643029], [28.196411132812496, 41.071069130806414], [27.938232421875, 41.0130657870063], [27.630615234375, 41.00477542222947], [27.4273681640625, 40.93011520598305], [27.2955322265625, 40.72228267283148], [27.0208740234375, 40.61395244116659], [26.817626953125, 40.551374198715166], [26.559448242187496, 40.39258071969131], [26.427612304687504, 40.26695230509778], [26.268310546875004, 40.20824570152502], [26.141967773437493, 40.04443758460856], [26.19140625, 39.96870074491696], [26.323242187499996, 40.06125658140474], [26.455078125000004, 40.216635475391215], [26.685791015624996, 40.33817045213394], [26.8450927734375, 40.371658891506094], [27.009887695312496, 40.371658891506094], [27.147216796875, 40.40513069752789], [27.251586914062504, 40.40513069752789], [27.372436523437504, 40.3549167507906], [27.476806640624996, 40.30885442563766], [27.691040039062504, 40.300476079749494], [27.8009033203125, 40.34235741658335], [27.8997802734375, 40.384212768155045], [27.97119140625, 40.38002840251183], [28.135986328124993, 40.421860362045194], [28.32275390625, 40.40513069752789], [28.438110351562496, 40.40094763151963], [28.553466796874996, 40.384212768155045], [28.71826171875, 40.38002840251183], [28.899536132812504, 40.38002840251183], [29.003906249999996, 40.38002840251183], [29.0533447265625, 40.39258071969131], [29.102783203125, 40.43022363450862], [29.080810546875, 40.48038142908172], [28.8775634765625, 40.48873742102282], [28.795166015625, 40.543026009955014], [28.8885498046875, 40.60144147645398], [28.9599609375, 40.62646106367355], [29.152221679687496, 40.6723059714534], [29.3609619140625, 40.6723059714534], [29.481811523437496, 40.70979201243495], [29.7454833984375, 40.701463603604594], [29.8663330078125, 40.74309523218185], [29.6246337890625, 40.75974059207392], [29.459838867187496, 40.78470081841747], [29.2620849609375, 40.82212357516945], [29.1192626953125, 40.93426521177941], [28.9984130859375, 40.992337919312305], [28.916015625, 40.992337919312305]]]}]}"
ngPW2H98bQmH4QmnzQ074emQqPj,12429229,Anatolian Black Sea Coast,Northern Anatolia,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[40.42968749999999, 41.062786068733026], [40.2099609375, 40.97989806962013], [39.52880859375, 41.0130657870063], [39.35302734375, 41.178653972331674], [38.583984375, 41.02964338716638], [38.07861328125, 41.062786068733026], [37.46337890624999, 41.1290213474951], [37.001953125, 41.44272637767212], [36.40869140625, 41.52502957323801], [35.9912109375, 41.70572851523752], [35.61767578125, 41.75492216766298], [35.22216796875, 41.983994270935625], [34.95849609375, 42.08191667830631], [34.34326171875, 42.06560675405716], [33.35449218749999, 42.09822241118974], [32.32177734374999, 41.902277040963696], [31.9482421875, 41.70572851523752], [31.530761718750004, 41.50857729743935], [31.245117187499993, 41.29431726315258], [32.54150390625, 41.27780646738183], [34.27734375, 41.409775832009565], [35.5078125, 41.24477234308208], [36.6064453125, 41.02964338716638], [37.9248046875, 40.697299008636755], [39.08935546875, 40.54720023441049], [40.341796875, 40.56389453066509], [40.84716796875, 40.84706035607122], [40.78125, 40.9964840143779], [40.6494140625, 41.0130657870063], [40.42968749999999, 41.062786068733026]]]}]}"
ngSZ5E88eSpK3TpScSB63hpjtSm,12433158,Ios,Aegean Islands,"{""type"": ""Point"", ""coordinates"": [25.333333, 36.716667]}"
ngTA5B98fTgL0UqTdU072iqMuTn,12433159,Aigina,Attika,"{""type"": ""Point"", ""coordinates"": [23.430141, 37.7409397]}"
ngDK6t98pEqVpEaLnD07qsaEeEx,12433169,Mykale,Ionia,"{""type"": ""Point"", ""coordinates"": [27.249999999999996, 37.66667]}"
ngFM7z18rFsX3GcXpG29sucYgFz,12433171,Helike,Peloponnese,"{""type"": ""Point"", ""coordinates"": [22.144303, 38.220538]}"
ngGN7a28sGdYtHdYqHf05vdfhHa,12433172,Achaia,Peloponnese,"{""type"": ""Point"", ""coordinates"": [22.224585911364, 38.102121472776]}"
ngHO7b38tHOZuIeVrHg13weWiJV,12433173,Messene,Peloponnese,"{""type"": ""Point"", ""coordinates"": [21.920439, 37.175491]}"
ngJQ7z58vJQBuKghtJi3wygKkKd,12433175,Lemnos,Aegean Islands,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[25.440902709960938, 40.03550080443715], [25.418243408203125, 40.02340800226773], [25.409317016601555, 40.01394257474289], [25.39627075195312, 40.00920936862171], [25.389404296874996, 40.01762373035351], [25.3729248046875, 40.02288217962882], [25.36880493164062, 40.01026122056978], [25.358505249023427, 39.999215966720165], [25.34408569335938, 39.98448618198461], [25.337219238281246, 39.977120098439634], [25.317306518554688, 39.970805680527725], [25.300140380859375, 39.961332959837826], [25.277481079101562, 39.95975404544819], [25.26443481445313, 39.9676482528045], [25.271301269531254, 39.98606452514493], [25.258941650390625, 39.99027326196773], [25.245208740234375, 39.999215966720165], [25.232162475585938, 40.00710561609953], [25.21568298339844, 40.00342389317933], [25.15869140625, 39.99553381834183], [25.149078369140625, 39.999741971709454], [25.138092041015625, 40.005527759160515], [25.10513305664062, 39.99711190624385], [25.06393432617187, 39.991851471423466], [25.04264831542968, 39.98290780236021], [25.048141479492184, 39.96712200067156], [25.044021606445312, 39.95501708352986], [25.047454833984375, 39.94080422911386], [25.053634643554688, 39.93132735238237], [25.063247680664062, 39.92290236029078], [25.067367553710938, 39.91078961774283], [25.06256103515625, 39.897621163416744], [25.055007934570316, 39.8918262417256], [25.059814453125004, 39.885503950179555], [25.056381225585938, 39.87601941962116], [25.049514770507812, 39.8607360278182], [25.047454833984375, 39.857046423130654], [25.056381225585938, 39.8575735216597], [25.06393432617187, 39.85493798853128], [25.04058837890625, 39.84281323262067], [25.04264831542968, 39.83701367933542], [25.048828125, 39.83490462943255], [25.055007934570316, 39.83437735683739], [25.0762939453125, 39.841231584845], [25.07904052734375, 39.838068180000015], [25.085906982421875, 39.83595916247957], [25.10169982910156, 39.84439484396462], [25.11611938476562, 39.84861229610178], [25.122299194335938, 39.84755795735592], [25.122985839843746, 39.84386764423129], [25.124359130859375, 39.836486422931394], [25.1312255859375, 39.83279551476544], [25.136718749999996, 39.829631721333726], [25.14358520507812, 39.81908469086112], [25.14152526855469, 39.809063512364865], [25.15594482421874, 39.80167855121973], [25.162124633789066, 39.79956841663087], [25.17105102539062, 39.80009595634838], [25.19371032714844, 39.79956841663087], [25.210189819335938, 39.79745821729238], [25.225296020507812, 39.79745821729238], [25.20950317382812, 39.82383105492446], [25.206756591796875, 39.83279551476544], [25.201263427734375, 39.84492203964992], [25.197830200195312, 39.85651932055326], [25.1971435546875, 39.86495247598373], [25.19989013671875, 39.87391156801293], [25.206069946289062, 39.87707332113241], [25.219116210937504, 39.87760026581477], [25.223922729492184, 39.87496550191461], [25.225296020507812, 39.88128876522249], [25.20950317382812, 39.88603083007855], [25.20469665527344, 39.892353073034826], [25.21568298339844, 39.90078182327698], [25.23971557617187, 39.90762941952987], [25.257568359374996, 39.9113163032711], [25.263748168945312, 39.90394233735701], [25.272674560546868, 39.89498716884207], [25.2740478515625, 39.890245723502694], [25.26580810546875, 39.87707332113241], [25.26031494140625, 39.87391156801293], [25.263061523437496, 39.870222671821566], [25.247955322265625, 39.863898388233295], [25.23834228515625, 39.85124807212413], [25.2520751953125, 39.84597641887649], [25.258255004882812, 39.839649900638], [25.269241333007816, 39.83279551476544], [25.277481079101562, 39.83279551476544], [25.285720825195312, 39.829631721333726], [25.289840698242188, 39.821721600259394], [25.291213989257812, 39.812228252889135], [25.291213989257812, 39.802733594232784], [25.298767089843754, 39.79693065734072], [25.32829284667969, 39.78532331459258], [25.345458984375, 39.77951890877299], [25.355072021484375, 39.784795661568374], [25.349578857421875, 39.79745821729238], [25.357131958007812, 39.805371130943854], [25.370178222656246, 39.8101184420615], [25.361938476562496, 39.82119422647453], [25.34614562988281, 39.83279551476544], [25.344772338867184, 39.85019377385963], [25.34889221191406, 39.85493798853128], [25.354385375976555, 39.857046423130654], [25.349578857421875, 39.86547951378614], [25.34408569335938, 39.870222671821566], [25.34271240234375, 39.88128876522249], [25.35369873046875, 39.88761144548104], [25.372238159179684, 39.88761144548104], [25.363998413085938, 39.89498716884207], [25.36056518554687, 39.90657598772839], [25.364685058593754, 39.913423004886894], [25.378417968750004, 39.91394967016644], [25.383911132812496, 39.91184298474967], [25.385971069335938, 39.92079595026529], [25.383911132812496, 39.930800820752765], [25.388031005859375, 39.9434364619742], [25.401077270507816, 39.94712141785606], [25.40794372558594, 39.95922773254976], [25.41412353515625, 39.9650169516287], [25.426483154296875, 39.97027945270179], [25.43540954589844, 39.97606773596748], [25.4388427734375, 39.98501230042296], [25.43609619140625, 40.00184595114704], [25.43540954589844, 40.01131305630903], [25.433349609375, 40.01709786313761], [25.444335937499996, 40.029717557833266], [25.443649291992188, 40.03339786241084], [25.440902709960938, 40.03550080443715]]]}]}"
ngLS7X78xNSDwMibvLk5yaiImNZ,12433177,Peparethos,Aegean Islands,"{""type"": ""Point"", ""coordinates"": [23.719616, 39.119096]}"
ngMT7Y88yODExNjIwNV6ybjRnNA,12433178,Maroneia,Northern Aegean,"{""type"": ""Point"", ""coordinates"": [25.511426000000004, 40.873751]}"
ngNU7d98zOUFzOkRxOm7xckGoOh,12433179,Paros,Aegean Islands,"{""type"": ""Point"", ""coordinates"": [25.19, 37.05]}"
ngOV8e08aPFGaPlOyPX83dljpQC,12433180,Andros,Aegean Islands,"{""type"": ""Point"", ""coordinates"": [24.86, 37.85]}"
